household_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
585212;some;some;2;1;952.6534655080344;585212
648560;some;some;1;1;3195.6365518025873;648560
726130;some;some;1;1;3727.2215188611717;726130
822325;some;some;2;1;3629.5771716442205;822325
482379;all;all;2;3;1416.2047962307715;482379
801903;all;all;2;3;1388.1228526016555;801903
436887;none;none;0;0;7447.070061917611;436887
589746;none;none;0;0;2733.7875272703227;589746
823897;none;none;0;0;3578.6937930906565;823897
824070;none;none;0;0;4408.355446262194;824070
386532;some;some;2;3;6481.18641182041;386532
389373;some;some;1;3;7705.396367584903;389373
390904;some;some;1;3;7342.936709608506;390904
414124;some;some;2;3;6704.457077663967;414124
427511;some;all;1;3;6004.76145204308;427511
429247;some;some;1;3;8711.19744167179;429247
430490;some;some;2;3;6705.000258839647;430490
470330;all;all;2;3;6085.312808704716;470330
471420;some;some;1;3;9541.244565292984;471420
476472;some;some;2;3;6846.04230296117;476472
494588;some;all;2;3;7186.75767860809;494588
503879;some;some;1;3;7268.995485940497;503879
511913;some;some;2;3;7952.520333860555;511913
513069;some;some;1;3;7704.222581312629;513069
583216;all;all;2;3;8044.039272248267;583216
638797;some;all;2;3;7175.29271437677;638797
664377;some;some;1;3;6903.534736426478;664377
678247;some;some;1;3;6807.706789096263;678247
713349;all;all;3;3;7498.407162760612;713349
736702;some;some;2;3;9701.25363232409;736702
741687;some;some;1;3;7418.474675840836;741687
758594;all;some;3;3;6795.886884586731;758594
766280;some;all;2;3;6239.057549189355;766280
801701;some;all;2;3;7132.308668519524;801701
812189;some;some;2;3;9026.072436985103;812189
812291;some;all;2;3;6477.185504681103;812291
822387;some;some;2;3;6848.402149321172;822387
831520;some;some;2;3;8869.596060888645;831520
832101;some;some;1;3;7331.835160047593;832101
853686;some;some;1;3;8670.67258307461;853686
897600;all;all;3;3;8832.28041203534;897600
900740;some;some;1;3;7950.405440111206;900740
677975;some;some;1;2;4874.663591191773;677975
742205;some;some;1;2;4584.515544064308;742205
744697;some;some;1;2;4538.504232729899;744697
874513;all;all;3;2;4106.401124786379;874513
390679;some;none;1;0;3554.1018934947565;390679
639049;all;none;3;0;3541.074933686287;639049
728605;all;none;2;0;3804.1468300232855;728605
211423;all;none;3;0;3274.156237239763;211423
386307;none;none;0;0;2946.136290437263;386307
428732;none;none;0;0;5090.027399061983;428732
430504;none;none;0;0;6675.508417216596;430504
480251;none;none;0;0;4077.9141528836267;480251
533050;none;none;0;0;2363.843703021166;533050
643344;none;none;0;0;5342.719795034582;643344
725880;none;none;0;0;1477.3145663067335;725880
781593;none;none;0;0;4865.8764097681205;781593
789916;none;none;0;0;1372.299095373601;789916
822336;none;none;0;0;4932.006601704172;822336
482049;all;all;3;2;2225.792231655208;482049
547578;all;all;2;2;2255.557169855824;547578
557676;all;all;3;2;2387.673079610597;557676
558458;all;all;2;2;2281.8928721957955;558458
729159;all;some;2;2;2167.2054089996514;729159
742260;some;some;1;2;2446.7943994551115;742260
761404;some;some;2;2;2063.8855493865967;761404
803170;some;all;1;2;2216.326291815441;803170
814211;all;some;2;2;434.07944652146875;814211
387574;none;some;0;1;7011.672627288836;387574
390527;none;some;0;1;2329.998898442603;390527
397562;none;some;0;1;3561.0738198665845;397562
400267;none;all;0;1;1918.54268452809;400267
427701;none;some;0;1;5753.7990747969925;427701
428569;none;some;0;1;3035.292231580063;428569
430237;none;some;0;1;2378.3007779304535;430237
436379;none;some;0;1;2233.2402566108403;436379
437046;none;some;0;1;7669.058096759054;437046
441875;none;some;0;1;4401.020555814588;441875
468552;none;some;0;1;3498.131042542116;468552
483535;none;some;0;1;2925.0697184811274;483535
483647;none;some;0;1;2556.018374813378;483647
489888;none;some;0;1;598.2246202556378;489888
504423;none;all;0;1;3131.8580429943477;504423
513341;none;some;0;1;6373.958611208852;513341
517312;none;some;0;1;8845.935573661538;517312
518252;none;all;0;1;1884.525611095021;518252
518402;none;some;0;1;3227.1958879408744;518402
518912;none;some;0;1;5774.135284251901;518912
519464;none;some;0;1;4545.92685151143;519464
520690;none;some;0;1;5576.114985559093;520690
522232;none;some;0;1;2214.192157663675;522232
564714;none;all;0;1;5597.910629701705;564714
564809;none;all;0;1;2375.4496303949745;564809
583718;none;some;0;1;2819.4811421695404;583718
587952;none;some;0;1;5694.090657215906;587952
589141;none;some;0;1;5226.944366412306;589141
589802;none;some;0;1;1541.2101330065332;589802
591250;none;some;0;1;6722.1545630094915;591250
605992;none;some;0;1;9819.835550441923;605992
642541;none;some;0;1;2663.311951897271;642541
648354;none;all;0;1;984.2455084750842;648354
648721;none;some;0;1;959.026395952241;648721
654600;none;all;0;1;1356.3122737092438;654600
676526;none;some;0;1;5015.058755948796;676526
716803;none;some;0;1;10510.415678784291;716803
722858;none;some;0;1;3585.290354460434;722858
722961;none;some;0;1;3428.9582543819274;722961
733121;none;all;0;1;4310.53872144278;733121
736627;none;all;0;1;1624.0791222018427;736627
742759;none;some;0;1;3426.177030309466;742759
742814;none;some;0;1;6159.4985121372865;742814
743201;none;some;0;1;5414.773657701947;743201
764578;none;some;0;1;3818.0346678944243;764578
768207;none;some;0;1;5331.854506814208;768207
775875;none;some;0;1;3270.9964200934423;775875
777496;none;some;0;1;2332.979964089188;777496
787339;none;some;0;1;5227.924063516193;787339
789272;none;all;0;1;2653.468751508948;789272
789400;none;some;0;1;2420.389108312148;789400
803172;none;some;0;1;568.6483973963749;803172
811794;none;some;0;1;3747.7282024674723;811794
811895;none;some;0;1;2360.7252701245798;811895
821652;none;some;0;1;3485.614886711856;821652
823371;none;some;0;1;14692.367025917625;823371
831573;none;some;0;1;3420.7887644358098;831573
834031;none;some;0;1;7309.6883254899385;834031
853993;none;some;0;1;4444.6255334732505;853993
875757;none;all;0;1;2358.017443661544;875757
902722;none;some;0;1;5932.091266418896;902722
725353;none;none;0;0;1511.556435993042;725353
759036;none;none;0;0;4693.60024932518;759036
387078;some;some;1;2;4548.852187255412;387078
468286;some;some;1;2;5857.744165266597;468286
475042;all;some;2;2;4337.159783230834;475042
533203;some;all;1;2;4860.829877564895;533203
722316;some;some;2;2;4765.366820056446;722316
743121;all;some;3;2;5430.262821867141;743121
388261;some;some;1;2;4974.472119004149;388261
414327;some;some;1;2;5970.315286614018;414327
439867;some;some;2;2;4179.255726376392;439867
442216;some;some;2;2;4202.792576139929;442216
522064;some;some;2;2;4395.051054168157;522064
619293;some;some;1;2;5416.616013303133;619293
901147;some;some;2;2;4386.156143316237;901147
426344;none;none;0;0;1880.4120314766235;426344
503951;none;none;0;0;196.28458252986871;503951
607058;none;none;0;0;3091.007436910629;607058
658471;none;none;0;0;2341.5858815098977;658471
679970;none;none;0;0;2232.4147282448494;679970
712410;none;none;0;0;3317.5204750096464;712410
712648;none;none;0;0;3919.300864622381;712648
758399;none;none;0;0;4234.038196195541;758399
850099;none;none;0;0;6393.904806344553;850099
854078;none;none;0;0;3322.6681525366025;854078
856922;none;none;0;0;5480.581466074144;856922
900575;none;none;0;0;4193.912654869813;900575
513437;some;all;1;3;5044.889221495759;513437
761772;all;none;1;0;1715.9342698851876;761772
853841;all;none;1;0;1633.9578934293895;853841
873014;all;none;1;0;1710.7974148104356;873014
424652;some;some;1;2;3945.6303008729265;424652
639037;some;some;1;2;533.7043183888615;639037
776137;some;all;1;2;647.025983894086;776137
783169;all;all;3;2;3068.326360946761;783169
386602;some;some;1;2;3679.9583992434045;386602
716884;all;all;2;2;3477.765467520887;716884
803125;all;all;2;2;3375.69712150528;803125
814848;some;all;1;2;3618.535353202989;814848
863332;some;some;2;2;3518.5851990700444;863332
578680;all;all;2;2;2933.9579023776414;578680
904917;all;all;1;2;2892.859333731475;904917
429855;some;some;1;3;2872.490598194521;429855
475767;all;all;2;3;2966.922861795025;475767
564517;all;all;1;3;2523.308925113815;564517
638251;all;all;1;3;2830.785193044405;638251
729002;all;all;2;3;2536.890635870179;729002
885989;all;all;2;3;2716.1131397914833;885989
388794;all;some;2;2;4751.742249301144;388794
546656;some;some;1;2;5715.135248133589;546656
586789;some;some;2;2;12564.653108874718;586789
589959;some;some;1;2;5811.566175175549;589959
676630;some;some;1;2;4351.1502924856395;676630
744172;some;some;1;2;4696.318789015886;744172
802865;all;all;2;2;5828.942563168497;802865
812983;some;all;1;2;5957.49534690787;812983
823186;some;some;1;2;5321.956330829868;823186
834002;some;some;3;2;5584.8451543955225;834002
874580;all;all;2;2;4407.772345961859;874580
741809;some;some;2;1;4979.4262843400065;741809
414135;some;none;2;0;5447.267083360261;414135
436316;all;none;2;0;506.9605982518777;436316
473000;some;none;1;0;5968.4297096777655;473000
545342;some;none;1;0;4831.46865929255;545342
564567;all;none;3;0;4023.8049628105096;564567
574354;some;none;2;0;5306.801203206507;574354
579763;some;none;1;0;5795.1305638184895;579763
722439;some;none;2;0;4243.035856860689;722439
741821;some;none;1;0;4537.78698230377;741821
399079;some;some;2;2;9759.089718022513;399079
399236;some;some;1;2;7787.257574468157;399236
472991;some;some;2;2;7358.357886882978;472991
474013;some;some;2;2;9840.772102964273;474013
474019;some;some;2;2;6408.587375668669;474019
597873;all;all;2;2;7272.437359696203;597873
740795;some;some;2;2;6459.712134896146;740795
445084;some;some;2;2;5125.4131548026235;445084
387128;some;some;2;1;4485.003401019538;387128
388181;some;some;2;1;5387.460678750527;388181
388450;some;some;1;1;4183.954876062981;388450
389431;some;some;1;1;5921.522331698974;389431
389869;some;some;3;1;5619.354021884383;389869
390635;some;some;1;1;5657.046719351878;390635
390927;some;some;1;1;5438.476760850289;390927
415144;some;some;2;1;4092.6150902487634;415144
427771;all;some;2;1;5802.447608434513;427771
428706;some;some;2;1;5478.089897008094;428706
434148;some;some;1;1;11465.011492947966;434148
436865;some;some;3;1;11245.792411843368;436865
475677;all;some;3;1;5152.800033346765;475677
505552;some;some;1;1;5159.037073738282;505552
517228;some;some;2;1;4148.781769180342;517228
533002;some;some;3;1;5973.340263364944;533002
578213;some;some;1;1;5037.755920715821;578213
586443;all;some;1;1;5239.260313297376;586443
589222;all;some;2;1;4435.079078327273;589222
605747;some;some;1;1;5240.62534278231;605747
622364;all;some;2;1;4082.3059715095997;622364
641941;some;some;1;1;4185.222332607558;641941
655446;some;some;1;1;5102.8562778638225;655446
664023;some;some;2;1;4503.1224561557265;664023
685594;some;some;1;1;5273.269325351757;685594
715450;some;some;1;1;4460.135849075219;715450
715867;some;some;3;1;5507.583144137132;715867
728250;all;some;2;1;4122.159963719621;728250
728743;some;some;1;1;4502.865061304763;728743
728922;some;some;1;1;4885.815779154033;728922
733410;some;some;1;1;4163.0852008415;733410
743808;some;some;2;1;5257.697045572734;743808
744284;some;some;1;1;5089.675549145015;744284
744742;some;some;1;1;5265.902519382356;744742
759340;some;some;1;1;4744.148061642492;759340
760832;some;some;1;1;5592.663927720616;760832
765557;some;some;2;1;4748.343512774261;765557
782382;some;some;2;1;5103.225253093826;782382
801676;some;some;1;1;4095.528023662965;801676
812784;some;some;2;1;4091.144363899042;812784
832257;some;some;1;1;5566.540601753469;832257
832711;some;some;2;1;5029.52144630205;832711
835297;some;some;2;1;4145.45421757281;835297
853984;some;some;1;1;4447.018033120194;853984
856906;some;some;1;1;5973.422069878641;856906
863241;some;some;2;1;4635.657188870286;863241
873750;some;some;2;1;4477.298779384894;873750
900473;all;some;2;1;4313.961122763657;900473
902884;all;some;3;1;4584.3721630507835;902884
387593;some;some;1;1;4502.920606746455;387593
389835;all;some;2;1;4563.336468219746;389835
415226;all;some;1;1;5859.602334644022;415226
437044;all;all;1;1;4165.950308957955;437044
453333;all;some;2;1;4946.375696403027;453333
470429;some;some;1;1;5699.735149801311;470429
476028;some;some;3;1;4528.993521725896;476028
508788;some;some;1;1;4520.294349675771;508788
585731;some;some;1;1;4029.288622905255;585731
588087;some;some;2;1;4964.674544005709;588087
663970;some;some;1;1;5253.930094216234;663970
664502;all;some;2;1;5388.932753227615;664502
694188;some;some;1;1;5454.400800373738;694188
725579;some;some;1;1;368.34016119127824;725579
732315;some;some;1;1;5300.705202610901;732315
757488;some;some;1;1;5011.614071209528;757488
766074;some;some;2;1;5579.257698032798;766074
823018;some;some;1;1;4902.173548183511;823018
854008;some;some;2;1;4317.18517561821;854008
854686;all;some;3;1;5666.061734231833;854686
744689;all;all;1;1;1521.417277481749;744689
788124;all;some;3;1;1663.4233458391677;788124
856372;some;some;1;1;1663.0829467524693;856372
874113;some;some;2;1;1529.529500251799;874113
397578;some;some;2;2;9190.56728562806;397578
441528;all;all;2;2;6106.957015826765;441528
472504;some;some;2;2;6414.367873090513;472504
473027;some;some;2;2;7929.760607257834;473027
473493;some;some;1;2;6964.200757610718;473493
475141;some;some;1;2;6158.971941458383;475141
481854;all;some;2;2;7779.159128431267;481854
504326;some;some;1;2;6919.3207702500595;504326
506921;some;some;2;2;6602.854454734064;506921
587330;some;some;1;2;8283.58861473844;587330
695684;some;some;1;2;6456.854432798698;695684
782258;some;some;1;2;8196.250235521393;782258
822822;some;some;1;2;6578.956856121984;822822
873883;some;some;1;2;7703.868885034859;873883
386157;some;some;2;2;4456.48018875631;386157
426336;some;some;1;2;5378.463010552465;426336
468847;some;some;2;2;5157.419180172788;468847
470602;some;some;2;2;4383.290453486913;470602
475379;some;some;1;2;5292.142979779788;475379
476253;some;some;2;2;4060.655844473352;476253
476281;some;some;1;2;4187.307402840839;476281
481917;some;some;1;2;4890.738015159285;481917
505531;some;some;1;2;5675.940485252025;505531
511486;some;some;1;2;4811.458163636414;511486
511923;all;some;2;2;5220.877860587277;511923
530264;some;all;1;2;4123.546942093676;530264
533112;all;all;2;2;4332.592421010312;533112
564620;all;some;2;2;4417.6191303475725;564620
589321;some;some;1;2;5896.979980332328;589321
597872;some;some;3;2;5138.385728960804;597872
607413;some;some;1;2;5129.998642683294;607413
637502;all;all;2;2;5760.572919039878;637502
637505;some;some;2;2;4607.166490155509;637505
653433;all;all;2;2;4259.973346227505;653433
676799;some;all;1;2;5083.066565222033;676799
680155;some;all;1;2;5792.257285676114;680155
726235;some;some;1;2;5378.842753380011;726235
729723;all;all;2;2;4325.175867582921;729723
744312;some;some;2;2;5636.721133920282;744312
744969;some;some;2;2;5419.995414952825;744969
760821;some;some;1;2;4138.1593086117255;760821
832652;some;some;1;2;4985.978324300046;832652
849105;some;some;1;2;4941.150953457933;849105
863469;some;some;1;2;4128.048762606939;863469
872475;all;all;2;2;5892.951778877275;872475
900593;some;some;3;2;4493.878540094882;900593
388927;some;none;1;0;5958.749434204653;388927
389301;some;none;1;0;5562.495872523833;389301
398235;some;none;1;0;4745.441087955421;398235
398832;some;none;1;0;5375.023046231649;398832
428538;some;none;1;0;4892.724504141634;428538
429904;some;none;1;0;4597.066204007341;429904
517968;all;none;2;0;4134.845228452292;517968
566245;some;none;2;0;5005.428344712064;566245
638562;some;none;1;0;5415.458120019745;638562
677099;all;none;2;0;4061.5450476529268;677099
758869;some;none;2;0;4983.20910544636;758869
804820;all;none;2;0;5706.461704132202;804820
886387;some;none;2;0;5175.837497023938;886387
399753;some;some;1;2;3783.3768946141804;399753
445129;some;all;1;2;3636.5039269851463;445129
472694;some;all;1;2;3374.4483003521614;472694
585205;some;some;2;2;3202.175770365782;585205
585276;some;some;2;2;3991.3191444055205;585276
587584;some;some;1;2;3087.4197669744144;587584
640936;all;all;2;2;3562.061808137353;640936
741937;some;some;1;2;3059.5252718078673;741937
832612;some;some;1;2;3768.0995180316368;832612
424934;none;some;0;1;27.55162230291733;424934
439965;none;some;0;1;2362.392855455072;439965
589073;none;some;0;1;5699.223937737266;589073
733092;none;some;0;1;3138.2876609008945;733092
482965;none;none;0;0;1469.498742106447;482965
589316;none;none;0;0;4565.209798282589;589316
616623;none;none;0;0;5024.5092431551875;616623
721753;none;none;0;0;132.83773931626553;721753
817205;none;none;0;0;1251.6167850128604;817205
388672;some;some;1;2;11155.731940391524;388672
522291;all;all;1;2;1970.0510853836872;522291
568878;all;all;2;2;1819.4416349136277;568878
653347;all;all;1;2;1809.3180763924063;653347
677964;all;all;2;2;1973.200640018018;677964
729794;all;all;2;2;1918.1312837575406;729794
744758;some;some;1;2;12798.678503104413;744758
816490;all;all;1;2;1816.1654725065541;816490
872179;all;all;3;2;1876.499636859965;872179
880298;all;all;1;2;1884.4787782081016;880298
908868;all;all;1;2;1866.329456068051;908868
519588;none;none;0;0;3155.8463749976004;519588
792965;none;none;0;0;1278.1136372029125;792965
590267;none;none;0;0;2690.2612767342944;590267
823185;none;none;0;0;8146.914505958165;823185
824084;none;none;0;0;2802.972532250738;824084
905447;none;none;0;0;5522.809307932039;905447
572261;all;all;2;2;2797.671938646231;572261
585508;some;some;2;2;2832.1158051047455;585508
802679;all;all;1;2;2758.7715473262556;802679
389896;some;all;2;6;7107.527642165513;389896
396917;all;all;3;6;6890.146285033774;396917
398880;some;all;1;6;6743.052002244758;398880
436574;some;all;1;6;7792.223179823747;436574
471400;all;all;2;6;7898.183863790936;471400
522015;some;all;1;6;7002.599350582754;522015
621671;some;all;2;6;8803.05379822991;621671
695416;some;all;2;6;9312.683939353843;695416
729368;some;all;1;6;7859.7343305344675;729368
757501;some;all;1;6;7951.841590481058;757501
802810;some;all;1;6;7466.063753025054;802810
802863;some;all;2;6;8192.660504278;802863
822005;some;all;2;6;516.6657085044469;822005
823163;some;all;1;6;6430.633611264649;823163
823508;some;all;1;6;9625.911571247681;823508
824264;all;all;2;6;7030.137505492807;824264
835173;some;all;2;6;6641.244530944154;835173
874235;some;all;1;6;9020.262869145092;874235
584891;all;all;2;2;2460.0817204512264;584891
590160;some;all;1;2;2263.8178411981003;590160
818257;some;some;1;2;2020.1122839124318;818257
822444;some;some;1;2;2480.960926491251;822444
655956;all;all;1;1;1661.7952747605482;655956
444001;some;some;1;2;3149.5186841148443;444001
743614;all;some;3;2;3667.675767887776;743614
781675;some;some;2;2;3708.596022720853;781675
801832;some;some;2;2;3485.329145245114;801832
902412;all;all;1;2;3350.3592202566506;902412
217157;all;none;2;0;2723.5605815220465;217157
398696;some;some;1;2;6251.803265400424;398696
399882;some;some;2;2;7026.64961163762;399882
473933;some;some;2;2;6074.7650733249175;473933
512398;some;some;3;2;6641.080995842933;512398
717679;all;all;2;2;6429.614091063557;717679
726047;some;some;2;2;7113.2317110492295;726047
742985;some;some;2;2;7045.730408668371;742985
761043;some;some;2;2;9655.113339058824;761043
797511;all;all;3;2;6403.163590254532;797511
812402;some;some;3;2;6679.802734286383;812402
813039;some;all;1;2;6564.139130474485;813039
854605;some;some;2;2;7745.481528770992;854605
897712;all;all;2;2;6562.219370005615;897712
386660;some;all;1;4;7193.676755377133;386660
389146;some;all;1;4;8820.99943636797;389146
396709;some;some;1;4;8184.640411843013;396709
436533;all;all;2;4;6653.192348844495;436533
436851;some;all;2;4;216.057461045977;436851
511555;some;some;1;4;6731.984926306061;511555
586755;some;some;1;4;7959.330408408941;586755
639115;some;all;2;4;6922.37484032983;639115
674135;some;all;2;4;8855.763779338466;674135
744024;some;all;1;4;7246.279319746377;744024
811613;some;some;3;4;7438.0486815237;811613
813625;some;all;1;4;6324.160968601682;813625
823145;some;all;2;4;7465.8040921497;823145
849176;some;all;1;4;7746.937710069518;849176
849620;some;all;1;4;6495.171860401459;849620
893143;all;all;3;4;7905.218806486066;893143
898227;some;all;1;4;6014.506894534021;898227
259576;all;all;2;2;2545.1246435709672;259576
276881;all;some;2;1;7035.939937829449;276881
471689;some;some;2;1;7470.9925525934705;471689
513251;some;some;1;1;6977.470455592415;513251
517231;some;some;1;1;6315.575237403287;517231
589749;some;some;2;1;7573.933130504602;589749
642442;some;some;1;1;6809.138005249024;642442
649358;some;some;2;1;7324.8190784994895;649358
695967;some;some;1;1;6059.744398867369;695967
472005;all;all;2;1;1928.1596470058064;472005
520976;all;some;2;1;1902.7661854016708;520976
565896;all;all;2;1;101.3924545188211;565896
638909;all;some;2;1;1832.3475000462636;638909
736832;some;some;2;1;1875.4851400770262;736832
744125;some;some;2;1;1902.4117090003278;744125
760316;some;some;2;1;13645.947607930157;760316
766535;all;some;2;1;1905.3936789104391;766535
387543;all;all;2;2;2988.2522948073747;387543
503340;all;all;2;2;2585.5712655759444;503340
679924;all;all;2;2;2850.3843057165186;679924
730884;all;all;2;2;2722.1420909195203;730884
793140;all;all;2;2;2679.7733616641094;793140
833808;all;all;2;2;2573.2102407499588;833808
833997;some;some;2;2;2920.215575039971;833997
834445;some;all;1;2;2950.6206059033084;834445
853959;all;some;3;2;2616.420314971327;853959
855643;some;all;1;2;2738.0642665241376;855643
873970;some;some;2;2;2681.2586428186714;873970
909478;all;all;1;2;2508.9796059493437;909478
607483;all;some;3;2;2800.027826274253;607483
716318;all;all;2;2;2805.4527735163447;716318
490387;some;some;2;2;3216.468803368324;490387
677377;all;all;1;2;3557.6217022203646;677377
678037;some;some;2;2;3729.369878538107;678037
902782;some;some;2;2;3097.950400527741;902782
904836;some;some;1;2;3810.5275595657295;904836
518865;some;some;1;2;3666.9048534793887;518865
724275;some;all;1;2;3124.3543311945414;724275
390998;none;none;0;0;5384.983604815883;390998
740769;none;none;0;0;4925.041530772989;740769
469964;some;all;2;3;6803.012250925112;469964
893432;all;all;2;3;194.92588023784882;893432
473528;all;none;2;0;2084.237684267575;473528
389275;some;some;2;2;3093.340927495589;389275
436776;some;some;1;2;3225.730149590412;436776
473045;some;some;1;2;10784.073921295958;473045
506972;some;all;1;2;3873.0943864548885;506972
513173;some;some;2;2;190.84777014832963;513173
472685;some;all;1;5;11215.294615358009;472685
533355;some;all;1;5;3444.150527649665;533355
574640;all;all;2;5;3182.5594651200395;574640
606572;some;some;2;5;11691.727158318658;606572
676867;some;all;1;5;3139.8569832174276;676867
728934;some;all;1;5;3451.1296839872903;728934
386926;all;all;1;2;3593.168419639027;386926
583428;some;some;1;2;4036.3897796573838;583428
586249;all;some;3;2;5570.695212665554;586249
835888;all;all;2;2;118.22514829985678;835888
1330852;some;some;1;2;17439.125040972278;1330852
1335943;all;all;2;2;5536.479022639344;1335943
1346296;some;all;1;2;4994.380400293869;1346296
1363642;some;all;1;2;4349.70411486605;1363642
1367791;all;some;2;2;5272.493056680171;1367791
1372132;all;some;2;2;4737.3501800834665;1372132
1372465;some;some;2;2;5978.6198341948875;1372465
1380950;some;some;1;2;4612.606401405035;1380950
1383429;all;all;2;2;5540.134343242455;1383429
1391977;all;all;2;2;5326.455919933378;1391977
1348086;all;all;2;2;6476.129850579002;1348086
1366909;some;some;1;2;6484.039543197428;1366909
1320423;some;some;2;2;3295.402941587617;1320423
1323163;some;some;1;2;3435.4547185351985;1323163
1335097;all;all;2;2;3866.540838696097;1335097
1338981;some;some;2;2;3488.0988813710537;1338981
1348172;all;all;2;2;3675.7840001864715;1348172
1365422;some;some;2;2;3791.297300939848;1365422
1367788;all;all;1;2;3538.527712819282;1367788
1369705;all;some;2;2;3488.4806113170084;1369705
1370414;all;all;2;2;3225.73843221504;1370414
1391407;some;some;2;2;3838.635868452227;1391407
1328702;some;some;2;1;3097.744361573969;1328702
1331630;some;some;1;1;3502.5785729393706;1331630
606250;some;none;1;0;3721.4739974030526;606250
695565;some;none;1;0;3606.8018506700528;695565
874702;some;none;1;0;3679.787816181858;874702
1204178;some;none;1;0;3296.0721907281295;1204178
1328893;all;none;2;0;3567.0589728571713;1328893
1329241;some;none;3;0;12020.170453296858;1329241
1332227;some;none;1;0;3649.1967123739687;1332227
1334324;some;none;1;0;3179.089461486931;1334324
1335701;all;none;2;0;3655.7666107465066;1335701
1339105;some;none;1;0;18313.957337620886;1339105
1387435;some;none;1;0;3639.9933172549577;1387435
1391999;some;none;1;0;3060.405884997417;1391999
777333;none;none;0;0;1848.3239774198578;777333
428597;all;some;2;2;6694.6327185352;428597
471614;some;some;1;2;9171.44648685208;471614
516229;some;all;1;2;6012.785873073709;516229
591303;some;some;1;2;6471.910494709983;591303
648879;all;all;2;2;807.5558825737753;648879
781599;all;all;2;2;6294.365186305168;781599
782072;some;some;1;2;6539.037865248017;782072
812369;some;some;1;2;7716.492762623666;812369
812917;some;some;2;2;8010.175875826206;812917
815170;some;some;1;2;7334.547758198498;815170
822766;some;some;1;2;6984.383474855126;822766
833845;some;some;1;2;6825.363899623982;833845
835036;some;some;2;2;6791.010833462146;835036
849989;some;some;1;2;7926.053341781463;849989
863391;some;some;2;2;6024.516422778277;863391
885881;some;some;3;2;6265.467036279879;885881
901202;some;some;1;2;6370.107916517679;901202
399543;none;none;0;0;4427.776272313058;399543
400317;none;none;0;0;2376.0098766968435;400317
429434;none;none;0;0;2515.8874631882077;429434
467519;none;none;0;0;3366.8981713414937;467519
498355;none;none;0;0;4992.5305997726955;498355
743759;none;none;0;0;3867.9739872302243;743759
761881;none;none;0;0;2091.5890406565345;761881
776022;none;none;0;0;997.3268904662087;776022
776801;none;none;0;0;129.71327111708007;776801
855439;none;none;0;0;2045.792600273898;855439
695806;some;none;1;0;4551.662774410686;695806
519377;none;none;0;0;2838.924017374714;519377
655343;none;none;0;0;467.8311628905639;655343
783025;none;none;0;0;98.43506536439534;783025
903169;none;none;0;0;1753.6736899145135;903169
622118;some;all;1;3;3158.720564684507;622118
712877;all;all;2;3;3388.30363630464;712877
712910;all;all;2;3;3349.4237625578203;712910
802763;all;all;2;3;3193.9005757584137;802763
834714;some;all;1;3;3489.806745999515;834714
843467;some;all;2;3;413.600369081237;843467
228974;all;all;2;3;2893.280213937709;228974
478095;all;all;1;4;7581.842200914938;478095
478195;some;all;1;4;9203.072264503053;478195
725473;some;all;1;4;8910.513998360411;725473
782560;some;all;2;4;7146.861809736216;782560
814836;some;all;1;4;6233.0902925151495;814836
586433;some;some;2;2;8286.30108765888;586433
637787;all;some;3;2;7273.252906930944;637787
398246;some;some;1;2;7849.496883882643;398246
494668;some;some;2;2;8373.572276749366;494668
558170;some;some;1;2;7167.986413212975;558170
783334;all;all;2;2;6558.020098024268;783334
471435;some;some;1;2;7678.395790642245;471435
387688;some;some;1;2;5617.891352812599;387688
429008;some;some;3;2;4619.385496548972;429008
586104;all;some;2;2;4477.229880031813;586104
622085;all;all;2;2;4348.331313055533;622085
775765;some;all;1;2;35.39220460251299;775765
397886;all;all;2;3;3618.7849741758228;397886
413706;some;all;2;3;3994.040694840579;413706
430699;some;all;2;3;3669.765558142431;430699
474073;all;all;3;3;3291.8024873328404;474073
873940;some;all;1;3;3257.7899929177834;873940
606503;some;some;1;2;5026.141585804812;606503
849680;all;some;2;2;5206.615223607387;849680
230884;some;none;1;0;2471.4632380768444;230884
341919;all;none;1;0;2100.449268242142;341919
767207;some;some;2;2;2532.198518569303;767207
797411;some;some;1;2;2712.2399393475444;797411
472221;all;all;2;2;2512.770309889173;472221
580098;all;all;2;2;2862.9399232758333;580098
637865;some;all;1;2;2823.322108411684;637865
717296;all;all;2;2;2756.2906389043983;717296
778354;all;all;2;2;2787.96121147379;778354
1409626;none;none;0;0;2435.215078420242;1409626
680119;some;all;1;2;896.8615316075695;680119
716878;all;some;1;2;3792.7318837777775;716878
781634;some;some;1;2;10186.235719103126;781634
873566;some;some;1;2;3973.8122929612255;873566
275631;all;none;1;0;1816.9023867926446;275631
816760;none;none;0;0;250.59979165537166;816760
854288;none;none;0;0;4570.902405598;854288
387264;some;some;1;1;2817.117163697417;387264
498735;all;all;1;1;2808.403781810422;498735
558750;none;none;0;0;5419.49354264985;558750
695267;none;none;0;0;4673.940530438864;695267
728481;none;none;0;0;2806.8070589584604;728481
732310;none;none;0;0;2539.544921022692;732310
787754;none;none;0;0;2509.3808422605734;787754
849565;none;none;0;0;2767.0969145445943;849565
849573;none;none;0;0;3641.82615867752;849573
901546;none;none;0;0;4396.248400809421;901546
902319;none;none;0;0;1774.0806091595866;902319
387070;some;some;1;2;3210.1830258189607;387070
520303;all;all;1;2;3754.1964748787586;520303
