person_id;household_id;age;employed;sex;socioprofessional_class;has_driving_license;has_pt_subscription;census_person_id;hts_id
2352060;929209;Y45-49;True;male;N;True;False;2352060;31617
2226692;929209;Y45-49;True;male;R;True;False;2226692;46872
2697471;764411;Y50-54;True;male;K;True;False;2697471;27604
1764193;764411;Y40-44;False;female;M;True;False;1764193;9643
2666842;764411;Y50-54;False;male;Q;True;False;2666842;43886
2813930;764411;Y50-54;False;male;H;True;False;2813930;48685
2742790;764411;Y50-54;False;male;F;False;False;2742790;25682
1542095;599033;Y35-39;False;male;NAP;True;False;1542095;38574
1310081;599033;Y35-39;True;male;F;True;False;1310081;4133
1297077;599033;Y35-39;True;male;G;True;False;1297077;22493
1354374;622880;Y35-39;False;male;J;True;False;1354374;47898
1621868;622880;Y35-39;True;male;C;True;False;1621868;4512
1351762;622880;Y35-39;True;male;C;True;False;1351762;21185
1981712;858686;Y40-44;True;male;H;True;False;1981712;47898
991022;444144;Y30-34;False;male;NAP;True;False;991022;4133
953453;444144;Y30-34;False;female;NAP;True;False;953453;37489
877777;444144;Y30-34;False;female;NAP;True;False;877777;20457
1019872;510196;Y30-34;False;male;P;True;False;1019872;48522
1439944;510196;Y35-39;True;female;Q;True;False;1439944;37654
1590299;510196;Y35-39;False;female;NAP;True;False;1590299;20809
1096775;535855;Y30-34;False;male;F;True;False;1096775;48522
1178261;535855;Y30-34;True;male;C;True;False;1178261;18771
1187485;535855;Y30-34;True;male;J;True;False;1187485;46192
1097471;536049;Y30-34;False;male;G;True;False;1097471;48522
1187109;536049;Y30-34;True;male;I;False;False;1187109;43628
1186474;536049;Y30-34;True;male;H;True;False;1186474;42485
1691305;582898;Y35-39;True;male;J;True;False;1691305;48522
1262988;582898;Y35-39;False;male;NAP;True;False;1262988;36469
1655606;582898;Y35-39;True;male;A;True;False;1655606;19984
1652930;582898;Y35-39;True;male;K;True;False;1652930;42485
1650345;718412;Y35-39;True;male;C;True;False;1650345;48522
1659310;718412;Y35-39;False;male;N;True;False;1659310;43863
2096827;891619;Y40-44;False;male;NAP;True;False;2096827;48522
3345746;891619;Y55-59;True;male;F;True;False;3345746;37472
914853;465752;Y30-34;True;male;O;False;False;914853;43152
1242652;575905;Y30-34;False;male;NAP;False;False;1242652;43152
1310000;607887;Y35-39;False;male;C;False;False;1310000;43152
1470361;607887;Y35-39;False;male;I;True;False;1470361;38761
1603782;607887;Y35-39;False;male;F;True;False;1603782;25709
1417028;650935;Y35-39;False;male;U;False;False;1417028;43152
1461442;650935;Y35-39;True;male;H;True;False;1461442;40593
1477987;671647;Y35-39;False;male;NAP;False;False;1477987;43152
1792127;784614;Y40-44;True;male;H;False;False;1792127;43152
2114472;894491;Y40-44;True;male;E;False;False;2114472;43152
190072;120183;Y20-24;False;male;NAP;True;False;190072;48463
317344;158292;Y20-24;False;male;NAP;True;False;317344;48463
275351;158292;Y20-24;True;male;F;True;False;275351;42463
276357;158292;Y20-24;False;male;G;False;True;276357;45820
356083;186281;Y20-24;False;male;NAP;True;False;356083;48463
708401;194028;Y25-29;True;male;F;True;False;708401;48463
385485;194028;Y25-29;True;male;F;True;False;385485;43699
451447;194028;Y25-29;True;male;C;True;True;451447;27809
719291;194028;Y25-29;False;male;NAP;True;False;719291;26940
2583649;194028;Y45-49;True;male;O;True;False;2583649;19590
573556;311222;Y25-29;False;male;NAP;True;False;573556;48463
599906;323657;Y25-29;False;male;G;False;True;599906;16314
386573;195055;Y25-29;True;male;I;True;False;386573;17005
386693;195055;Y25-29;True;male;I;True;False;386693;26888
257571;150916;Y20-24;False;male;Q;True;False;257571;16458
1384389;150916;Y35-39;False;male;S;True;False;1384389;31355
275409;158310;Y20-24;True;male;G;True;False;275409;16458
276031;158484;Y20-24;True;male;C;True;False;276031;16458
785024;379381;Y25-29;False;male;H;True;False;785024;16458
492663;268008;Y25-29;True;female;O;False;True;492663;5098
1336672;268008;Y35-39;False;female;I;True;False;1336672;43636
646683;282816;Y25-29;True;female;G;False;True;646683;5098
523303;282816;Y25-29;True;female;L;False;False;523303;27382
1267862;282816;Y35-39;True;female;M;True;True;1267862;30569
775808;377010;Y25-29;False;female;F;False;True;775808;5098
791717;380805;Y25-29;False;female;NAP;False;True;791717;5098
2571488;380805;Y45-49;False;male;O;True;False;2571488;45456
648959;342630;Y25-29;True;female;S;False;False;648959;32103
1398354;342630;Y35-39;True;female;D;True;False;1398354;47912
3736170;1155983;Y90-94;False;male;NAP;True;False;3736170;48468
2834855;1155983;Y50-54;True;male;M;True;False;2834855;26760
3712105;1409785;Y80-84;False;male;NAP;True;False;3712105;48468
3710038;1409785;Y80-84;False;male;NAP;True;True;3710038;6015
3728962;1411092;Y85-89;True;male;H;True;False;3728962;48468
3716459;1411092;Y85-89;False;male;NAP;True;True;3716459;6841
3721738;1411092;Y85-89;False;male;NAP;True;False;3721738;47982
605682;326204;Y25-29;False;female;NAP;True;False;605682;21044
411456;215823;Y25-29;False;female;U;False;True;411456;48225
523009;282686;Y25-29;True;female;K;False;True;523009;48225
523121;282733;Y25-29;False;female;K;False;True;523121;48225
645816;341601;Y25-29;True;female;P;False;True;645816;48225
731257;365385;Y25-29;True;female;K;False;True;731257;48225
787556;379821;Y25-29;False;female;NAP;False;True;787556;48225
196581;123272;Y20-24;True;female;N;False;True;196581;28959
505468;273177;Y25-29;True;male;Q;True;True;505468;38152
601590;324596;Y25-29;False;male;O;True;True;601590;38152
3682453;324596;Y75-79;False;female;NAP;False;False;3682453;5697
208500;129523;Y20-24;True;male;N;False;False;208500;4725
571374;310782;Y25-29;False;male;J;False;False;571374;4725
339510;133370;Y20-24;True;male;G;True;False;339510;34573
215786;133370;Y20-24;True;male;H;False;True;215786;25636
442850;237681;Y25-29;False;male;H;False;True;442850;33370
695041;354277;Y25-29;True;male;G;False;True;695041;33370
2207376;354277;Y45-49;False;male;NAP;True;False;2207376;24325
759088;371335;Y25-29;False;male;I;False;False;759088;19369
760364;371335;Y25-29;False;male;NAP;False;True;760364;6600
228255;138442;Y20-24;False;female;NAP;True;False;228255;28876
229003;138901;Y20-24;False;female;C;True;False;229003;20331
329145;138901;Y20-24;False;female;NAP;False;False;329145;38601
494544;269219;Y25-29;False;female;G;True;False;494544;20331
1323248;269219;Y35-39;False;female;P;True;True;1323248;17759
790378;380242;Y25-29;False;female;A;False;False;790378;38601
2617077;380242;Y45-49;False;male;J;True;False;2617077;48186
1653627;610817;Y35-39;False;male;N;True;True;1653627;10836
1314882;610817;Y35-39;True;male;E;True;False;1314882;32036
1817018;797577;Y40-44;True;male;A;True;True;1817018;10836
1902060;797577;Y40-44;True;male;G;True;False;1902060;47723
1931807;797577;Y40-44;False;male;NAP;True;True;1931807;31298
1846389;810318;Y40-44;False;male;Q;True;True;1846389;10836
1963110;810318;Y40-44;True;male;N;True;False;1963110;15293
1180187;536580;Y30-34;False;male;N;True;False;1180187;10832
1099235;536580;Y30-34;True;male;N;True;False;1099235;36461
1249914;536580;Y30-34;True;male;G;True;False;1249914;38705
1661395;582304;Y35-39;True;male;P;True;False;1661395;10832
1262381;582304;Y35-39;False;male;NAP;True;False;1262381;39615
1355933;582304;Y35-39;False;male;P;True;False;1355933;39615
1283126;592775;Y35-39;False;male;L;True;False;1283126;10832
1330908;618137;Y35-39;False;male;NAP;True;False;1330908;10832
1381050;639816;Y35-39;False;male;G;True;False;1381050;10832
1875559;820045;Y40-44;True;male;S;True;False;1875559;10832
1871837;820045;Y40-44;True;male;H;True;False;1871837;10855
2187843;820045;Y40-44;False;male;N;True;False;2187843;39545
1905648;831221;Y40-44;False;male;UNK;True;False;1905648;10832
913060;445884;Y30-34;False;male;I;True;False;913060;10855
1058476;445884;Y30-34;True;male;R;True;False;1058476;7210
880239;445884;Y30-34;True;female;Q;False;True;880239;37385
999187;445884;Y30-34;False;male;NAP;True;False;999187;20410
1055287;445884;Y30-34;True;male;F;True;False;1055287;20990
1019350;507856;Y30-34;False;male;N;True;False;1019350;10855
1016731;507856;Y30-34;False;male;C;True;False;1016731;9428
1281985;592310;Y35-39;True;male;H;True;False;1281985;10855
1365427;629613;Y35-39;True;male;O;True;False;1365427;10855
1381359;639871;Y35-39;False;male;H;True;False;1381359;10855
1745101;749787;Y40-44;True;male;I;True;False;1745101;10855
1928776;750005;Y40-44;True;male;O;True;False;1928776;10855
1745371;750005;Y40-44;False;male;I;True;False;1745371;36789
1775347;773478;Y40-44;True;male;N;True;False;1775347;10855
2116909;773478;Y40-44;False;male;N;True;False;2116909;40217
1899717;773478;Y40-44;True;male;D;True;False;1899717;39303
2098768;892568;Y40-44;False;male;S;True;False;2098768;10855
2161328;892568;Y40-44;True;male;N;True;False;2161328;18826
3347734;892568;Y55-59;True;male;O;True;False;3347734;28415
3337111;892568;Y55-59;True;male;S;True;False;3337111;33469
963132;457872;Y30-34;True;male;H;True;False;963132;4203
1048960;457872;Y30-34;False;female;H;True;False;1048960;40610
901527;457872;Y30-34;False;male;S;True;False;901527;7059
1203828;566791;Y30-34;False;male;NAP;True;False;1203828;4203
698044;355737;Y25-29;False;male;O;True;False;698044;34776
266857;154366;Y20-24;True;male;K;True;False;266857;27500
243395;144688;Y20-24;False;male;O;True;False;243395;43699
3726191;1414102;Y85-89;False;female;NAP;False;False;3726191;15627
246369;145820;Y20-24;True;female;F;True;False;246369;30223
246394;145832;Y20-24;False;female;G;False;False;246394;27382
2853782;815637;Y50-54;True;male;P;True;True;2853782;4869
1860281;815637;Y40-44;False;female;NAP;True;True;1860281;48597
2256064;946930;Y45-49;False;male;S;False;False;2256064;37830
2252000;946930;Y45-49;False;male;C;True;False;2252000;24325
3042424;1103771;Y50-54;True;male;A;False;False;3042424;37830
2772330;1103771;Y50-54;False;male;NAP;True;False;2772330;37530
2700685;1103771;Y50-54;False;male;C;True;False;2700685;47970
2992065;1103771;Y50-54;True;male;C;True;False;2992065;25565
2994406;1197388;Y50-54;False;male;N;False;False;2994406;37830
794619;381697;Y25-29;True;female;Q;True;True;794619;29932
2569229;381697;Y45-49;False;male;C;True;False;2569229;22656
247886;146699;Y20-24;False;female;NAP;True;False;247886;9772
2800734;146699;Y50-54;False;male;N;True;False;2800734;37673
2846395;160403;Y50-54;False;male;C;True;False;2846395;37673
283731;160403;Y20-24;True;female;Q;False;True;283731;28933
2623471;1070237;Y45-49;True;male;A;True;False;2623471;37673
2814645;1106263;Y50-54;False;male;S;True;False;2814645;37673
2707456;1106263;Y50-54;True;male;K;True;False;2707456;36512
2741401;1122698;Y50-54;True;male;Q;True;False;2741401;37673
3395921;1122698;Y60-64;False;male;O;True;False;3395921;31651
2958010;1122698;Y50-54;True;male;D;True;False;2958010;32289
2881689;1161282;Y50-54;True;male;N;True;False;2881689;37673
2854945;1161282;Y50-54;False;male;NAP;True;False;2854945;37329
3057943;1213261;Y55-59;True;male;U;True;False;3057943;37673
3069509;1213261;Y55-59;True;male;I;False;False;3069509;41506
3146154;1253673;Y55-59;False;male;NAP;True;False;3146154;37673
3136487;1253673;Y55-59;False;male;O;True;False;3136487;46670
3251607;1253673;Y55-59;False;male;N;True;False;3251607;44140
3215241;1253673;Y55-59;False;male;G;True;False;3215241;38545
3150829;1258535;Y55-59;False;male;NAP;True;False;3150829;37673
3274713;1258535;Y55-59;True;male;O;True;True;3274713;5874
3350172;716661;Y55-59;True;male;H;True;False;3350172;30797
1648107;716661;Y35-39;True;female;L;True;False;1648107;22930
3349465;716661;Y55-59;True;male;C;True;False;3349465;46775
2622257;1070100;Y45-49;False;male;S;True;False;2622257;30797
2801581;1144978;Y50-54;False;male;R;True;False;2801581;30797
3003325;1190454;Y50-54;True;male;C;True;False;3003325;30797
2976359;1190454;Y50-54;False;male;NAP;True;False;2976359;28001
2985720;1193864;Y50-54;False;male;NAP;True;False;2985720;30797
248557;147058;Y20-24;True;female;Q;True;False;248557;43489
411030;215489;Y25-29;False;female;S;False;True;411030;46190
1343829;215489;Y35-39;False;female;S;True;False;1343829;15505
702514;356852;Y25-29;False;female;NAP;True;False;702514;32377
3460508;356852;Y60-64;False;female;L;True;False;3460508;24722
770358;375216;Y25-29;True;female;N;True;False;770358;32377
3499890;375216;Y60-64;True;female;F;False;True;3499890;48892
332846;178008;Y20-24;True;male;R;True;False;332846;38891
547552;296933;Y25-29;False;male;J;True;False;547552;38891
911976;464433;Y30-34;False;male;G;True;False;911976;25284
1211047;568391;Y30-34;False;male;NAP;True;False;1211047;25284
1357665;626077;Y35-39;False;male;E;True;False;1357665;25284
1842190;808979;Y40-44;True;male;H;True;False;1842190;25284
1944102;808979;Y40-44;False;male;NAP;True;False;1944102;36524
962633;485745;Y30-34;False;male;G;True;False;962633;37622
1184551;563236;Y30-34;False;male;A;True;False;1184551;37622
2055830;753576;Y40-44;False;male;C;True;False;2055830;37622
1750360;753576;Y40-44;False;male;S;True;False;1750360;16678
1750288;753576;Y40-44;False;male;S;True;False;1750288;34676
1795436;786447;Y40-44;True;male;T;True;False;1795436;37622
2143219;786447;Y40-44;True;male;R;True;False;2143219;38685
2095633;890988;Y40-44;False;male;K;True;False;2095633;37622
2175835;890988;Y40-44;True;male;F;True;False;2175835;32662
3309830;890988;Y55-59;False;male;A;True;True;3309830;6616
1154237;555674;Y30-34;True;male;H;True;False;1154237;26045
1152995;555674;Y30-34;True;male;C;True;False;1152995;30564
1563089;626786;Y35-39;False;male;NAP;True;False;1563089;26045
1359321;626786;Y35-39;True;male;K;True;False;1359321;20819
865175;435010;Y30-34;False;male;N;True;False;865175;20127
3331027;435010;Y55-59;True;female;U;True;False;3331027;45989
1717356;715233;Y35-39;True;male;G;True;False;1717356;20127
1646403;715233;Y35-39;True;male;S;True;False;1646403;48550
1180150;392720;Y30-34;False;male;N;True;True;1180150;5460
808671;392720;Y30-34;False;male;H;True;False;808671;28709
1179598;392720;Y30-34;True;male;I;True;False;1179598;19373
963452;443202;Y30-34;False;male;I;True;True;963452;5460
876508;443202;Y30-34;True;female;M;True;False;876508;40676
903841;458861;Y30-34;False;male;N;True;True;903841;5460
904396;458861;Y30-34;False;male;R;True;False;904396;44465
1017358;508362;Y30-34;False;male;G;True;True;1017358;5460
1539612;508362;Y35-39;True;female;I;True;False;1539612;16067
3313602;508362;Y55-59;True;female;P;True;False;3313602;27795
1217667;521269;Y30-34;True;male;C;True;True;1217667;5460
1055837;521269;Y30-34;True;male;G;True;False;1055837;23120
1818159;774214;Y40-44;True;male;Q;True;True;1818159;5460
2013652;774214;Y40-44;False;male;NAP;True;False;2013652;32763
1793097;774214;Y40-44;False;male;N;True;False;1793097;5602
2116104;774214;Y40-44;True;male;I;True;True;2116104;39399
1776291;774214;Y40-44;True;male;Q;True;False;1776291;42998
1842176;795675;Y40-44;True;male;H;True;True;1842176;5460
1812801;795675;Y40-44;True;male;N;True;False;1812801;23120
1928381;795675;Y40-44;True;male;J;True;False;1928381;19165
1913341;835529;Y40-44;False;male;NAP;True;True;1913341;5460
1911328;835529;Y40-44;False;male;C;True;False;1911328;11076
1912164;835529;Y40-44;True;male;G;True;False;1912164;32763
1163742;525893;Y30-34;True;male;M;True;False;1163742;25361
1069463;525893;Y30-34;False;male;N;True;False;1069463;33696
812188;395901;Y30-34;True;male;N;True;False;812188;23120
902393;395901;Y30-34;True;male;C;True;False;902393;18061
1410126;593341;Y35-39;False;male;F;True;False;1410126;16272
1284509;593341;Y35-39;False;male;O;True;False;1284509;9455
1810563;747824;Y40-44;True;male;H;True;False;1810563;16272
1742888;747824;Y40-44;False;male;A;True;False;1742888;45079
1281597;592135;Y35-39;True;male;G;True;False;1281597;43481
1329663;592135;Y35-39;False;male;M;True;False;1329663;39639
1724313;735693;Y35-39;True;male;A;True;False;1724313;43481
1119210;545232;Y30-34;True;male;Q;True;False;1119210;40217
1257966;545232;Y35-39;False;female;K;True;False;1257966;26640
1258264;545232;Y35-39;False;female;M;True;False;1258264;28108
1262550;582470;Y35-39;False;male;NAP;True;False;1262550;40217
1317917;582470;Y35-39;True;male;O;True;False;1317917;40217
256529;150282;Y20-24;False;male;M;True;False;256529;33465
1380323;150282;Y35-39;True;male;F;True;False;1380323;29159
1462569;150282;Y35-39;True;male;Q;True;False;1462569;26002
637570;338908;Y25-29;True;male;N;True;False;637570;33465
1071336;526505;Y30-34;False;male;C;True;False;1071336;29159
1154292;526505;Y30-34;True;male;H;True;False;1154292;29159
1247622;526505;Y30-34;True;male;O;True;False;1247622;26829
1235228;574335;Y30-34;False;male;N;True;False;1235228;29159
1242355;574335;Y30-34;False;male;NAP;True;False;1242355;30564
3297898;574335;Y55-59;False;female;NAP;True;False;3297898;16065
3325751;574335;Y55-59;True;female;G;True;False;3325751;37866
1155971;526963;Y30-34;False;male;Q;True;False;1155971;26002
1073010;526963;Y30-34;True;male;J;True;True;1073010;30006
1164292;526963;Y30-34;False;male;NAP;True;False;1164292;28051
1153714;527083;Y30-34;True;male;F;True;False;1153714;26002
1073472;527083;Y30-34;True;male;N;True;False;1073472;26829
944957;415523;Y30-34;False;male;N;True;False;944957;36469
1217840;415523;Y30-34;True;male;G;True;False;1217840;16015
913513;415523;Y30-34;True;male;K;True;False;913513;39805
881018;415523;Y30-34;False;female;S;True;True;881018;42474
841379;415523;Y30-34;False;female;NAP;True;False;841379;36830
900258;457206;Y30-34;True;male;P;True;False;900258;36469
965567;486497;Y30-34;False;male;NAP;True;False;965567;36469
1242264;544896;Y30-34;False;male;NAP;True;False;1242264;36469
1118593;544896;Y30-34;True;male;N;True;False;1118593;19823
1422844;544896;Y35-39;False;female;M;True;False;1422844;20809
1238609;575191;Y30-34;False;male;NAP;True;False;1238609;36469
1423314;575191;Y35-39;False;female;N;True;False;1423314;33781
1422708;575191;Y35-39;False;female;M;True;False;1422708;22807
1900539;785492;Y40-44;False;male;A;True;False;1900539;36469
2187864;785492;Y40-44;True;male;O;True;False;2187864;19823
1793665;785492;Y40-44;False;male;NAP;True;False;1793665;19823
1903776;785492;Y40-44;True;male;M;True;False;1903776;46192
1931736;785492;Y40-44;False;male;NAP;True;False;1931736;47859
1933833;845391;Y40-44;False;male;I;True;False;1933833;36469
2046038;845391;Y40-44;True;male;Q;True;False;2046038;39579
2094241;890155;Y40-44;True;male;G;True;False;2094241;36469
3327764;890155;Y55-59;True;male;R;True;False;3327764;47552
3305886;890155;Y55-59;False;male;P;True;False;3305886;16045
3303906;890155;Y55-59;True;male;E;True;False;3303906;28905
257344;150779;Y20-24;True;male;P;False;True;257344;26096
1481011;672021;Y35-39;False;male;NAP;True;False;1481011;38894
1479449;672021;Y35-39;True;male;H;True;False;1479449;25848
1479543;672065;Y35-39;True;male;I;True;False;1479543;38894
1513030;672065;Y35-39;True;male;D;False;False;1513030;9566
1750405;753653;Y40-44;False;male;S;True;False;1750405;38894
1811288;753653;Y40-44;False;male;J;True;False;1811288;9153
1773963;772316;Y40-44;True;male;H;True;False;1773963;38894
1775927;772316;Y40-44;True;male;O;True;False;1775927;35939
2118117;772316;Y40-44;True;male;S;True;False;2118117;43571
1792606;784913;Y40-44;False;male;J;True;False;1792606;38894
1902521;784913;Y40-44;True;male;H;True;False;1902521;48797
1100714;404961;Y30-34;True;male;P;True;False;1100714;47595
826418;404961;Y30-34;False;male;C;True;False;826418;36053
827216;405592;Y30-34;True;male;G;True;False;827216;47595
1179505;405592;Y30-34;False;male;I;True;False;1179505;16361
883579;448064;Y30-34;True;male;I;True;False;883579;47595
1072359;448064;Y30-34;True;male;H;True;False;1072359;43519
1113746;515686;Y30-34;False;male;F;True;False;1113746;47595
1242739;515686;Y30-34;False;male;NAP;True;False;1242739;32404
1034419;515686;Y30-34;True;male;M;True;False;1034419;37985
1286044;593933;Y35-39;False;male;UNK;True;False;1286044;47595
1461993;593933;Y35-39;True;male;M;True;False;1461993;10404
1293769;597125;Y35-39;True;male;U;True;False;1293769;47595
1410581;597125;Y35-39;True;male;F;True;False;1410581;9432
1817908;783477;Y40-44;True;male;N;True;False;1817908;47595
1790379;783477;Y40-44;False;male;A;True;False;1790379;48550
1153078;469140;Y30-34;True;male;C;True;False;1153078;31355
923716;469140;Y30-34;False;male;A;True;False;923716;38685
1071312;469140;Y30-34;False;male;C;True;False;1071312;17699
1741187;746238;Y40-44;False;male;NAP;True;False;1741187;31355
1963985;746238;Y40-44;False;male;O;True;False;1963985;19890
257596;150933;Y20-24;False;male;Q;False;False;257596;30557
635973;338271;Y25-29;True;male;F;False;False;635973;30557
257671;150985;Y20-24;True;male;R;True;False;257671;39893
1096935;406630;Y30-34;False;male;F;False;False;1096935;46252
828562;406630;Y30-34;True;male;J;True;False;828562;4106
1012589;406630;Y30-34;True;male;E;True;False;1012589;38127
969468;488403;Y30-34;False;male;N;False;False;969468;46252
985202;488403;Y30-34;False;male;G;True;False;985202;6726
969697;488403;Y30-34;True;male;O;True;False;969697;47838
1905377;783794;Y40-44;False;male;S;False;False;1905377;46252
1903260;783794;Y40-44;False;male;K;True;False;1903260;37656
1790856;783794;Y40-44;True;male;C;True;False;1790856;28894
3528075;587226;Y60-64;True;female;Q;True;False;3528075;38005
1702135;587226;Y35-39;True;female;Q;True;False;1702135;45826
1274141;587226;Y35-39;False;female;J;True;False;1274141;22157
3558968;587226;Y60-64;False;female;G;True;False;3558968;16770
1307583;587226;Y35-39;True;female;N;True;False;1307583;24630
3418467;587226;Y60-64;True;female;A;True;False;3418467;36428
3558992;607258;Y60-64;True;female;K;True;False;3558992;38005
3405408;607258;Y60-64;False;female;NAP;True;False;3405408;38817
1308964;607258;Y35-39;True;female;R;True;True;1308964;46627
1673475;607258;Y35-39;True;female;G;True;True;1673475;46627
3425750;1329716;Y60-64;False;female;M;True;False;3425750;38005
3403559;1329716;Y60-64;False;female;L;True;False;3403559;19584
3566963;1329716;Y65-69;False;male;NAP;True;True;3566963;48805
3582250;1329716;Y65-69;True;male;C;False;True;3582250;30473
3404807;1330256;Y60-64;True;female;T;True;False;3404807;38005
3404410;1330256;Y60-64;False;female;Q;True;True;3404410;48109
3579839;1330256;Y65-69;True;male;Q;True;False;3579839;38149
3458528;1348002;Y60-64;False;female;M;True;False;3458528;38005
3459155;1348002;Y60-64;True;female;S;True;False;3459155;16770
3457996;1348002;Y60-64;True;female;G;True;False;3457996;16770
3527264;607215;Y60-64;True;female;G;True;False;3527264;38817
1673651;607215;Y35-39;True;female;N;True;False;1673651;39772
1308894;607215;Y35-39;False;female;Q;True;False;1308894;25660
3418513;729853;Y60-64;True;female;C;True;False;3418513;38817
1700530;729853;Y35-39;False;female;M;True;False;1700530;39772
1707734;729853;Y35-39;False;female;Q;True;False;1707734;25660
3419463;729853;Y60-64;True;female;N;True;False;3419463;16770
1715986;729853;Y35-39;False;female;NAP;True;False;1715986;24630
3644995;814586;Y70-74;False;female;NAP;True;False;3644995;38817
1994793;814586;Y40-44;False;female;G;True;False;1994793;39772
1861829;814586;Y40-44;False;female;NAP;True;False;1861829;19182
1858024;814586;Y40-44;False;female;H;True;False;1858024;25660
2031379;814586;Y40-44;True;female;Q;True;False;2031379;22157
1994986;814586;Y40-44;False;female;I;True;False;1994986;38876
3392477;1323097;Y60-64;False;female;NAP;True;False;3392477;38817
3392430;1323097;Y60-64;False;female;NAP;True;False;3392430;36428
3567437;1323097;Y65-69;False;male;NAP;False;False;3567437;22650
3402669;1329080;Y60-64;False;female;P;True;False;3402669;38817
3425943;1329080;Y60-64;False;female;N;True;False;3425943;38817
3426406;1329080;Y60-64;True;female;S;True;False;3426406;38817
3430224;1329080;Y60-64;False;female;NAP;True;False;3430224;16770
3590143;1329080;Y65-69;False;male;NAP;True;True;3590143;41794
3425816;1337855;Y60-64;True;female;N;True;False;3425816;38817
3430443;1337855;Y60-64;False;female;NAP;True;True;3430443;37336
3566351;1337855;Y65-69;False;male;NAP;True;False;3566351;38149
3459189;1348480;Y60-64;False;female;S;True;False;3459189;38817
3462077;1348480;Y60-64;False;female;NAP;True;False;3462077;38817
3523300;1349555;Y60-64;True;female;Q;True;False;3523300;38817
3462230;1349555;Y60-64;False;female;NAP;True;True;3462230;48878
3528454;1349555;Y60-64;True;female;I;True;False;3528454;16770
3523216;1349555;Y60-64;True;female;P;True;False;3523216;45348
3555116;1365598;Y60-64;True;female;F;True;False;3555116;38817
3535159;1365598;Y60-64;False;female;NAP;True;False;3535159;38817
3529222;1365598;Y60-64;False;female;N;True;True;3529222;25823
3562947;1371880;Y65-69;False;female;NAP;True;False;3562947;38817
3563049;1371880;Y65-69;False;female;NAP;True;True;3563049;48878
3563245;1371880;Y65-69;False;female;NAP;True;False;3563245;16770
3600564;1371880;Y65-69;True;female;N;True;False;3600564;16770
3570609;1371880;Y65-69;False;female;NAP;True;False;3570609;36428
3563194;1371880;Y65-69;False;female;NAP;True;False;3563194;45348
3563776;1371880;Y65-69;False;female;NAP;True;False;3563776;18169
3563703;1372233;Y65-69;False;female;NAP;True;False;3563703;38817
3576995;1372233;Y65-69;False;female;NAP;True;False;3576995;36428
3615529;1372233;Y65-69;True;female;P;True;False;3615529;36428
3563557;1372233;Y65-69;False;female;NAP;True;True;3563557;4907
3563573;1372244;Y65-69;False;female;NAP;True;False;3563573;38817
3585962;1372244;Y65-69;True;female;P;True;False;3585962;38817
3619029;1372244;Y65-69;True;female;C;True;False;3619029;38817
3594176;1372244;Y65-69;True;female;N;True;False;3594176;33427
3586074;1372367;Y65-69;False;female;NAP;True;False;3586074;38817
3563769;1372367;Y65-69;False;female;NAP;True;True;3563769;37336
3600473;1372367;Y65-69;True;female;A;True;True;3600473;40646
3586279;1372367;Y65-69;False;female;NAP;False;False;3586279;24626
3590298;1372367;Y65-69;False;female;NAP;False;True;3590298;40028
3600410;1380063;Y65-69;False;female;NAP;True;False;3600410;38817
3600427;1380063;Y65-69;False;female;NAP;False;True;3600427;48892
3595150;1380063;Y65-69;False;female;NAP;True;False;3595150;36428
3612257;1380063;Y65-69;False;female;NAP;True;False;3612257;19584
3638336;1391454;Y70-74;False;female;NAP;True;False;3638336;38817
3657492;1391454;Y70-74;False;female;NAP;True;False;3657492;16770
3657515;1391454;Y70-74;False;female;NAP;True;False;3657515;16770
3638392;1391454;Y70-74;False;female;NAP;False;True;3638392;40028
1287999;595191;Y35-39;True;male;F;True;False;1287999;9111
1416794;595191;Y35-39;True;male;S;True;False;1416794;48315
1696659;626661;Y35-39;False;male;NAP;True;False;1696659;9111
1359010;626661;Y35-39;True;male;I;True;False;1359010;48940
261116;151756;Y20-24;True;female;O;True;False;261116;15658
481254;261062;Y25-29;False;female;I;True;False;481254;15658
541932;261062;Y25-29;False;female;Q;False;True;541932;6497
547015;296465;Y25-29;True;male;G;True;False;547015;47811
911393;440947;Y30-34;False;male;F;True;False;911393;41394
1048103;440947;Y30-34;True;female;G;True;False;1048103;34291
873644;440947;Y30-34;True;female;G;False;False;873644;41797
966692;486742;Y30-34;True;male;Q;True;False;966692;41394
1278931;590442;Y35-39;False;male;NAP;True;False;1278931;41394
1470674;590442;Y35-39;False;male;J;True;False;1470674;17712
1288225;595282;Y35-39;False;male;F;True;False;1288225;41394
1356554;623286;Y35-39;True;male;S;True;False;1356554;41394
1352390;623286;Y35-39;False;male;D;True;False;1352390;25869
1384541;640425;Y35-39;True;male;UNK;True;False;1384541;41394
2057123;750707;Y40-44;True;male;Q;True;False;2057123;41394
1751056;750707;Y40-44;False;male;UNK;True;False;1751056;17860
1746260;750707;Y40-44;True;male;K;True;False;1746260;32449
1750189;753504;Y40-44;True;male;S;True;False;1750189;41394
1847341;753504;Y40-44;False;male;S;True;False;1847341;20819
1844130;809579;Y40-44;False;male;M;True;False;1844130;41394
1843971;809579;Y40-44;True;male;L;True;False;1843971;38625
2050997;881130;Y40-44;False;male;M;True;False;2050997;41394
2054675;881895;Y40-44;False;male;P;True;False;2054675;41394
2132129;881895;Y40-44;True;male;H;True;False;2132129;16015
